Ctry,Year,SR,Lat,Lon,PType,PNum,Catch
DE,2007,38D9,54.75,-10.5,M,11,20
DE,2007,38G0,54.75,10.5,M,11,0.004
DE,2007,39F5,55.25,5.5,M,11,0.001
DE,2007,41G1,56.25,11.5,M,11,0.001
DE,2007,44E0,57.75,-9.5,M,11,0.001
DE,2007,49F3,60.25,3.5,M,11,0.5
DE,2007,50E7,60.75,-2.5,M,11,300.001
DE,2007,50E8,60.75,-1.5,M,11,1116
DE,2007,50F2,60.75,2.5,M,11,0.8
DE,2007,51E8,61.25,-1.5,M,11,273
DE,2007,51E9,61.25,-0.5,M,11,3175.772
DE,2007,51F1,61.25,1.5,M,11,135
DE,2007,52E9,61.75,-0.5,M,11,221.193
DE,2007,38G0,54.75,10.5,M,12,0.004
DE,2007,41G1,56.25,11.5,M,12,0.002
DE,2007,49E5,60.25,-4.5,M,12,410
DE,2007,49F3,60.25,3.5,M,12,0.15
DE,2007,50F3,60.75,3.5,M,12,0.05
DE,2007,51F2,61.25,2.5,M,12,0.011
DK,2007,38G5,54.75,15.5,M,1,0.001
DK,2007,39G4,55.25,14.5,M,1,0.001
DK,2007,39G5,55.25,15.5,M,1,0.002
DK,2007,41G2,56.25,12.5,M,1,0.002
DK,2007,42G1,56.75,11.5,M,1,0.001
DK,2007,44F9,57.75,9.5,M,1,0.001
DK,2007,44G0,57.75,10.5,M,1,0.001
DK,2007,47F0,59.25,0.5,M,1,4.22
DK,2007,41G2,56.25,12.5,M,2,0.001
DK,2007,42G2,56.75,12.5,M,2,0.001
DK,2007,43F8,57.25,8.5,M,2,0.001
DK,2007,43G1,57.25,11.5,M,2,0.001
DK,2007,44F8,57.75,8.5,M,2,0.002
DK,2007,44F9,57.75,9.5,M,2,0.001
DK,2007,44G0,57.75,10.5,M,2,0.001
DK,2007,24E2,47.75,-7.5,M,3,6.2
DK,2007,39G4,55.25,14.5,M,3,0.002
DK,2007,39G5,55.25,15.5,M,3,0.083
DK,2007,43F8,57.25,8.5,M,3,0.002
DK,2007,43G1,57.25,11.5,M,3,0.001
DK,2007,45F4,58.25,4.5,M,3,0.002
DK,2007,46F3,58.75,3.5,M,3,0.001
DK,2007,38G2,54.75,12.5,M,4,0.279
DK,2007,41G2,56.25,12.5,M,4,0.003
DK,2007,42F7,56.75,7.5,M,4,0.001
DK,2007,42G0,56.75,10.5,M,4,0.002
DK,2007,43F7,57.25,7.5,M,4,0.003
DK,2007,43F8,57.25,8.5,M,4,0.001
DK,2007,44F6,57.75,6.5,M,4,0.001
DK,2007,44F8,57.75,8.5,M,4,0.009
DK,2007,44F9,57.75,9.5,M,4,0.017
DK,2007,44G0,57.75,10.5,M,4,0.019
DK,2007,44G1,57.75,11.5,M,4,0.001
DK,2007,45G0,58.25,10.5,M,4,0.003
DK,2007,33F4,52.25,4.5,M,5,0.211
DK,2007,34F4,52.75,4.5,M,5,0.664
DK,2007,37F0,54.25,0.5,M,5,0.254
DK,2007,37F1,54.25,1.5,M,5,0.122
DK,2007,37F5,54.25,5.5,M,5,0.129
DK,2007,37F6,54.25,6.5,M,5,0.343
DK,2007,38F2,54.75,2.5,M,5,0.006
DK,2007,38G2,54.75,12.5,M,5,0.008
DK,2007,38G5,54.75,15.5,M,5,0.001
DK,2007,40F7,55.75,7.5,M,5,0.01
DK,2007,40G2,55.75,12.5,M,5,0.003
DK,2007,41G2,56.25,12.5,M,5,0.002
DK,2007,42F6,56.75,6.5,M,5,0.003
DK,2007,42G0,56.75,10.5,M,5,0.014
DK,2007,43F6,57.25,6.5,M,5,0.002
DK,2007,43F8,57.25,8.5,M,5,0.016
DK,2007,43G0,57.25,10.5,M,5,0.002
DK,2007,43G1,57.25,11.5,M,5,0.015
DK,2007,44F8,57.75,8.5,M,5,0.001
DK,2007,44F9,57.75,9.5,M,5,0.116
DK,2007,44G0,57.75,10.5,M,5,0.162
DK,2007,44G1,57.75,11.5,M,5,0.003
DK,2007,45G0,58.25,10.5,M,5,0.014
DK,2007,46G0,58.75,10.5,M,5,0.001
DK,2007,33F4,52.25,4.5,M,6,0.023
DK,2007,35F4,53.25,4.5,M,6,0.012
DK,2007,36F3,53.75,3.5,M,6,0.853
DK,2007,36F5,53.75,5.5,M,6,0.26
DK,2007,36F6,53.75,6.5,M,6,0.043
DK,2007,37F0,54.25,0.5,M,6,0.038
DK,2007,37F7,54.25,7.5,M,6,0.013
DK,2007,38F7,54.75,7.5,M,6,0.009
DK,2007,39F7,55.25,7.5,M,6,0.043
DK,2007,39G2,55.25,12.5,M,6,0.002
DK,2007,40G0,55.75,10.5,M,6,0.029
DK,2007,40G2,55.75,12.5,M,6,0.003
DK,2007,41F7,56.25,7.5,M,6,0.025
DK,2007,41G1,56.25,11.5,M,6,0.004
DK,2007,41G2,56.25,12.5,M,6,0.003
DK,2007,42F2,56.75,2.5,M,6,0.001
DK,2007,42F7,56.75,7.5,M,6,0.035
DK,2007,42F8,56.75,8.5,M,6,0.025
DK,2007,42G0,56.75,10.5,M,6,6.407
DK,2007,43F7,57.25,7.5,M,6,0.005
DK,2007,43F8,57.25,8.5,M,6,0.34
DK,2007,43F9,57.25,9.5,M,6,0.003
DK,2007,43G0,57.25,10.5,M,6,0.001
DK,2007,43G1,57.25,11.5,M,6,0.005
DK,2007,44F8,57.75,8.5,M,6,0.011
DK,2007,44F9,57.75,9.5,M,6,0.234
DK,2007,44G0,57.75,10.5,M,6,4.092
DK,2007,44G1,57.75,11.5,M,6,0.004
DK,2007,45G0,58.25,10.5,M,6,0.024
DK,2007,39G2,55.25,12.5,M,7,0.001
DK,2007,40G0,55.75,10.5,M,7,0.565
DK,2007,40G2,55.75,12.5,M,7,0.223
DK,2007,41F7,56.25,7.5,M,7,0.039
DK,2007,41F8,56.25,8.5,M,7,0.005
DK,2007,41G1,56.25,11.5,M,7,0.001
DK,2007,41G2,56.25,12.5,M,7,0.012
DK,2007,42F6,56.75,6.5,M,7,0.02
DK,2007,42F7,56.75,7.5,M,7,0.115
DK,2007,42F8,56.75,8.5,M,7,0.028
DK,2007,42G0,56.75,10.5,M,7,0.592
DK,2007,42G1,56.75,11.5,M,7,0.164
DK,2007,43F7,57.25,7.5,M,7,0.004
DK,2007,43F8,57.25,8.5,M,7,0.612
DK,2007,43F9,57.25,9.5,M,7,0.013
DK,2007,43G0,57.25,10.5,M,7,0.049
DK,2007,43G1,57.25,11.5,M,7,0.085
DK,2007,44F7,57.75,7.5,M,7,0.005
DK,2007,44F8,57.75,8.5,M,7,0.006
DK,2007,44F9,57.75,9.5,M,7,0.241
DK,2007,44G0,57.75,10.5,M,7,7.935
DK,2007,44G1,57.75,11.5,M,7,0.006
DK,2007,45G0,58.25,10.5,M,7,0.001
DK,2007,46G0,58.75,10.5,M,7,0.134
DK,2007,33F4,52.25,4.5,M,8,0.02
DK,2007,38G2,54.75,12.5,M,8,0.001
DK,2007,39F4,55.25,4.5,M,8,0.005
DK,2007,39G0,55.25,10.5,M,8,0.02
DK,2007,39G1,55.25,11.5,M,8,0.02
DK,2007,39G2,55.25,12.5,M,8,0.079
DK,2007,39G4,55.25,14.5,M,8,0.001
DK,2007,40F4,55.75,4.5,M,8,0.005
DK,2007,40G0,55.75,10.5,M,8,1.014
DK,2007,40G1,55.75,11.5,M,8,0.013
DK,2007,40G2,55.75,12.5,M,8,0.252
DK,2007,41F4,56.25,4.5,M,8,0.004
DK,2007,41F7,56.25,7.5,M,8,0.021
DK,2007,41G0,56.25,10.5,M,8,0.002
DK,2007,41G1,56.25,11.5,M,8,0.006
DK,2007,41G2,56.25,12.5,M,8,0.008
DK,2007,42F6,56.75,6.5,M,8,0.007
DK,2007,42F7,56.75,7.5,M,8,0.009
DK,2007,42F8,56.75,8.5,M,8,0.03
DK,2007,42G0,56.75,10.5,M,8,2.242
DK,2007,42G1,56.75,11.5,M,8,0.032
DK,2007,42G2,56.75,12.5,M,8,0.002
DK,2007,43F7,57.25,7.5,M,8,0.013
DK,2007,43F8,57.25,8.5,M,8,0.141
DK,2007,43F9,57.25,9.5,M,8,0.001
DK,2007,43G0,57.25,10.5,M,8,0.128
DK,2007,43G1,57.25,11.5,M,8,0.109
DK,2007,44F3,57.75,3.5,M,8,15.893
DK,2007,44F7,57.75,7.5,M,8,0.001
DK,2007,44F8,57.75,8.5,M,8,0.002
DK,2007,44F9,57.75,9.5,M,8,0.904
DK,2007,44G0,57.75,10.5,M,8,10.338
DK,2007,44G1,57.75,11.5,M,8,0.236
DK,2007,45G0,58.25,10.5,M,8,0.151
DK,2007,46G0,58.75,10.5,M,8,0.112
DK,2007,47F3,59.25,3.5,M,8,19.675
DK,2007,48F3,59.75,3.5,M,8,11.28
DK,2007,48F4,59.75,4.5,M,8,15.042
DK,2007,49F2,60.25,2.5,M,8,21.19
DK,2007,49F3,60.25,3.5,M,8,1.47
DK,2007,49F4,60.25,4.5,M,8,5.194
DK,2007,38G2,54.75,12.5,M,9,0.054
DK,2007,39F9,55.25,9.5,M,9,0.005
DK,2007,39G1,55.25,11.5,M,9,0.017
DK,2007,39G2,55.25,12.5,M,9,0.022
DK,2007,40E9,55.75,-0.5,M,9,6.9
DK,2007,40G0,55.75,10.5,M,9,0.062
DK,2007,40G1,55.75,11.5,M,9,0.009
DK,2007,40G2,55.75,12.5,M,9,0.371
DK,2007,41F7,56.25,7.5,M,9,0.001
DK,2007,41G1,56.25,11.5,M,9,0.013
DK,2007,41G2,56.25,12.5,M,9,0.012
DK,2007,42F6,56.75,6.5,M,9,0.001
DK,2007,42F7,56.75,7.5,M,9,0.005
DK,2007,42G1,56.75,11.5,M,9,0.087
DK,2007,42G2,56.75,12.5,M,9,0.005
DK,2007,43F4,57.25,4.5,M,9,5.311
DK,2007,43F8,57.25,8.5,M,9,0.037
DK,2007,43G0,57.25,10.5,M,9,0.012
DK,2007,43G1,57.25,11.5,M,9,0.17
DK,2007,44F8,57.75,8.5,M,9,0.002
DK,2007,44F9,57.75,9.5,M,9,0.192
DK,2007,44G0,57.75,10.5,M,9,1.929
DK,2007,44G1,57.75,11.5,M,9,0.033
DK,2007,45G0,58.25,10.5,M,9,0.046
DK,2007,46G0,58.75,10.5,M,9,0.004
DK,2007,47F0,59.25,0.5,M,9,2.185
DK,2007,47F1,59.25,1.5,M,9,2.731
DK,2007,47F2,59.25,2.5,M,9,1052.617
DK,2007,47F3,59.25,3.5,M,9,17.651
DK,2007,47F4,59.25,4.5,M,9,4.693
DK,2007,48F1,59.75,1.5,M,9,856.344
DK,2007,48F2,59.75,2.5,M,9,16.398
DK,2007,48F3,59.75,3.5,M,9,1.407
DK,2007,48F4,59.75,4.5,M,9,31.349
DK,2007,49F2,60.25,2.5,M,9,169.935
DK,2007,49F3,60.25,3.5,M,9,30.059
DK,2007,50F2,60.75,2.5,M,9,32.602
DK,2007,39G1,55.25,11.5,M,10,0.028
DK,2007,39G2,55.25,12.5,M,10,0.004
DK,2007,39G4,55.25,14.5,M,10,0.121
DK,2007,40G0,55.75,10.5,M,10,0.008
DK,2007,40G1,55.75,11.5,M,10,0.001
DK,2007,40G2,55.75,12.5,M,10,0.068
DK,2007,41F7,56.25,7.5,M,10,0.001
DK,2007,41G1,56.25,11.5,M,10,0.007
DK,2007,41G2,56.25,12.5,M,10,0.02
DK,2007,42F7,56.75,7.5,M,10,0.045
DK,2007,42F8,56.75,8.5,M,10,0.001
DK,2007,42G1,56.75,11.5,M,10,0.045
DK,2007,42G2,56.75,12.5,M,10,0.011
DK,2007,43F5,57.25,5.5,M,10,0.002
DK,2007,43F6,57.25,6.5,M,10,0.001
DK,2007,43F7,57.25,7.5,M,10,0.004
DK,2007,43F8,57.25,8.5,M,10,0.02
DK,2007,43G0,57.25,10.5,M,10,0.001
DK,2007,43G1,57.25,11.5,M,10,0.183
DK,2007,44F2,57.75,2.5,M,10,390.939
DK,2007,44F5,57.75,5.5,M,10,0.001
DK,2007,44F8,57.75,8.5,M,10,0.001
DK,2007,44F9,57.75,9.5,M,10,0.063
DK,2007,44G0,57.75,10.5,M,10,0.183
DK,2007,44G1,57.75,11.5,M,10,0.012
DK,2007,45G0,58.25,10.5,M,10,0.019
DK,2007,46F3,58.75,3.5,M,10,36.998
DK,2007,46G0,58.75,10.5,M,10,0.002
DK,2007,47F2,59.25,2.5,M,10,2440.482
DK,2007,47F3,59.25,3.5,M,10,1478.635
DK,2007,48F1,59.75,1.5,M,10,1402.603
DK,2007,48F2,59.75,2.5,M,10,1436.4
DK,2007,48F3,59.75,3.5,M,10,3405.569
DK,2007,48F4,59.75,4.5,M,10,15.611
DK,2007,48F5,59.75,5.5,M,10,88.858
DK,2007,49F2,60.25,2.5,M,10,167.23
DK,2007,49F3,60.25,3.5,M,10,2599.231
DK,2007,49F5,60.25,5.5,M,10,98.876
DK,2007,50F2,60.75,2.5,M,10,1088.401
DK,2007,51F1,61.25,1.5,M,10,768.397
DK,2007,51F2,61.25,2.5,M,10,1240.543
DK,2007,38G2,54.75,12.5,M,11,0.001
DK,2007,38G5,54.75,15.5,M,11,0.321
DK,2007,39G2,55.25,12.5,M,11,0.003
DK,2007,39G3,55.25,13.5,M,11,0.021
DK,2007,39G4,55.25,14.5,M,11,0.099
DK,2007,39G5,55.25,15.5,M,11,0.115
DK,2007,40G2,55.75,12.5,M,11,0.01
DK,2007,41G1,56.25,11.5,M,11,0.008
DK,2007,41G2,56.25,12.5,M,11,0.019
DK,2007,42G0,56.75,10.5,M,11,0.004
DK,2007,42G1,56.75,11.5,M,11,0.057
DK,2007,42G2,56.75,12.5,M,11,0.003
DK,2007,43F8,57.25,8.5,M,11,0.002
DK,2007,43G1,57.25,11.5,M,11,0.097
DK,2007,44F8,57.75,8.5,M,11,0.011
DK,2007,44F9,57.75,9.5,M,11,0.02
DK,2007,44G0,57.75,10.5,M,11,0.06
DK,2007,45F9,58.25,9.5,M,11,0.001
DK,2007,45G0,58.25,10.5,M,11,0.004
DK,2007,48F3,59.75,3.5,M,11,76.667
DK,2007,49F2,60.25,2.5,M,11,129.664
DK,2007,49F3,60.25,3.5,M,11,1390.349
DK,2007,50F2,60.75,2.5,M,11,1326.381
DK,2007,50F3,60.75,3.5,M,11,710.031
DK,2007,51E8,61.25,-1.5,M,11,50.568
DK,2007,51F1,61.25,1.5,M,11,1016.795
DK,2007,51F2,61.25,2.5,M,11,928.919
DK,2007,51F3,61.25,3.5,M,11,133.543
DK,2007,38G5,54.75,15.5,M,12,0.043
DK,2007,39G3,55.25,13.5,M,12,0.004
DK,2007,39G4,55.25,14.5,M,12,0.017
DK,2007,39G5,55.25,15.5,M,12,0.008
DK,2007,40G2,55.75,12.5,M,12,0.003
DK,2007,41G1,56.25,11.5,M,12,0.002
DK,2007,41G2,56.25,12.5,M,12,0.004
DK,2007,42G1,56.75,11.5,M,12,0.005
DK,2007,43F8,57.25,8.5,M,12,0.002
DK,2007,43G0,57.25,10.5,M,12,0.001
DK,2007,43G1,57.25,11.5,M,12,0.024
DK,2007,44F8,57.75,8.5,M,12,0.002
DK,2007,44F9,57.75,9.5,M,12,0.013
DK,2007,44G0,57.75,10.5,M,12,0.04
DK,2007,44G1,57.75,11.5,M,12,0.001
DK,2007,45G0,58.25,10.5,M,12,0.015
DK,2007,51F0,61.25,0.5,M,12,78.2
ES,2007,01E3,36.25,-6.5,M,1,1.56
ES,2007,01E4,36.25,-7.5,M,1,0.08
ES,2007,02E2,36.75,-7.5,M,1,0.78
ES,2007,02E3,36.75,-6.5,M,1,1.38
ES,2007,03E2,37.25,-7.5,M,1,0.7
ES,2007,10E0,40.75,-9.5,M,1,0.95
ES,2007,13E0,42.25,-9.5,M,1,113.06
ES,2007,13E1,42.25,-8.5,M,1,0.73
ES,2007,14E0,42.75,-9.5,M,1,171.29
ES,2007,14E1,42.75,-8.5,M,1,7.86
ES,2007,15E0,43.25,-9.5,M,1,31.73
ES,2007,15E1,43.25,-8.5,M,1,0.27
ES,2007,15E5,43.25,-4.5,M,1,0.16
ES,2007,15E6,43.25,-3.25,M,1,0.17
ES,2007,15E7,43.25,-2.25,M,1,2.05
ES,2007,16E0,43.75,-9.5,M,1,14.24
ES,2007,16E1,43.75,-8.5,M,1,39.3
ES,2007,16E2,43.75,-7.5,M,1,6.6
ES,2007,16E3,43.75,-6.5,M,1,26.57
ES,2007,16E4,43.75,-5.5,M,1,28.33
ES,2007,16E5,43.75,-4.5,M,1,55.22
ES,2007,16E6,43.75,-3.5,M,1,18.98
ES,2007,16E7,43.75,-2.5,M,1,149.66
ES,2007,16E8,43.75,-1.5,M,1,3.79
ES,2007,17E2,44.375,-7.5,M,1,0.37
ES,2007,17E8,44.375,-1.5,M,1,6.61
ES,2007,18E7,44.75,-2.5,M,1,65.3
ES,2007,18E8,44.75,-1.5,M,1,117.76
ES,2007,19E6,45.25,-3.5,M,1,0.32
ES,2007,19E7,45.25,-2.5,M,1,101.85
ES,2007,19E8,45.25,-1.5,M,1,0.96
ES,2007,20E6,45.75,-3.5,M,1,35.27
ES,2007,20E7,45.75,-2.5,M,1,1.32
ES,2007,20E8,45.75,-1.5,M,1,1.07
ES,2007,21E5,46.25,-4.5,M,1,4.24
ES,2007,21E6,46.25,-3.5,M,1,10.97
ES,2007,22E4,46.75,-5.5,M,1,0.81
ES,2007,22E5,46.75,-4.5,M,1,2.03
ES,2007,22E6,46.75,-3.5,M,1,0.04
ES,2007,22E7,46.75,-2.5,M,1,0.2
ES,2007,23E4,47.25,-5.5,M,1,0.32
ES,2007,23E5,47.25,-4.5,M,1,0.34
ES,2007,01E3,36.25,-6.5,M,2,0.18
ES,2007,01E4,36.25,-7.5,M,2,0.43
ES,2007,12E0,41.75,-9.5,M,2,7.41
ES,2007,13E0,42.25,-9.5,M,2,361.96
ES,2007,13E1,42.25,-8.5,M,2,33.13
ES,2007,14E0,42.75,-9.5,M,2,379.71
ES,2007,14E1,42.75,-8.5,M,2,10.57
ES,2007,15E0,43.25,-9.5,M,2,195.47
ES,2007,15E1,43.25,-8.5,M,2,5.67
ES,2007,15E6,43.25,-3.25,M,2,50.32
ES,2007,15E7,43.25,-2.25,M,2,652.13
ES,2007,15E8,43.25,-1.25,M,2,70.64
ES,2007,16E0,43.75,-9.5,M,2,57.87
ES,2007,16E1,43.75,-8.5,M,2,811.65
ES,2007,16E2,43.75,-7.5,M,2,693.73
ES,2007,16E3,43.75,-6.5,M,2,1020.96
ES,2007,16E4,43.75,-5.5,M,2,1097.73
ES,2007,16E5,43.75,-4.5,M,2,720.88
ES,2007,16E6,43.75,-3.5,M,2,1488.2
ES,2007,16E7,43.75,-2.5,M,2,1941.89
ES,2007,16E8,43.75,-1.5,M,2,43.85
ES,2007,17E1,44.375,-8.5,M,2,39.54
ES,2007,17E2,44.375,-7.5,M,2,72.63
ES,2007,17E3,44.375,-6.5,M,2,24.94
ES,2007,17E5,44.375,-4.5,M,2,18.08
ES,2007,17E7,44.375,-2.5,M,2,8.52
ES,2007,17E8,44.375,-1.5,M,2,136.79
ES,2007,18E7,44.75,-2.5,M,2,44.5
ES,2007,18E8,44.75,-1.5,M,2,313.26
ES,2007,19E6,45.25,-3.5,M,2,25.58
ES,2007,19E7,45.25,-2.5,M,2,192.83
ES,2007,19E8,45.25,-1.5,M,2,0.89
ES,2007,20E6,45.75,-3.5,M,2,185.45
ES,2007,20E7,45.75,-2.5,M,2,121.16
ES,2007,21E5,46.25,-4.5,M,2,265.61
ES,2007,21E6,46.25,-3.5,M,2,32.72
ES,2007,21E7,46.25,-2.5,M,2,4.63
ES,2007,22E4,46.75,-5.5,M,2,159.96
ES,2007,22E5,46.75,-4.5,M,2,15.96
ES,2007,22E6,46.75,-3.5,M,2,0.24
ES,2007,23E4,47.25,-5.5,M,2,6.05
ES,2007,23E5,47.25,-4.5,M,2,1.67
ES,2007,01E3,36.25,-6.5,M,3,1.17
ES,2007,02E3,36.75,-6.5,M,3,0.11
ES,2007,03E2,37.25,-7.5,M,3,0.75
ES,2007,12E0,41.75,-9.5,M,3,2.33
ES,2007,13E0,42.25,-9.5,M,3,212.42
ES,2007,13E1,42.25,-8.5,M,3,0.47
ES,2007,14E0,42.75,-9.5,M,3,1499.07
ES,2007,14E1,42.75,-8.5,M,3,29.54
ES,2007,15E0,43.25,-9.5,M,3,600.6
ES,2007,15E1,43.25,-8.5,M,3,4.52
ES,2007,15E4,43.25,-5.5,M,3,1.25
ES,2007,15E5,43.25,-4.5,M,3,33.65
ES,2007,15E6,43.25,-3.25,M,3,332.22
ES,2007,15E7,43.25,-2.25,M,3,1327.44
ES,2007,16D9,43.75,-10.5,M,3,0.34
ES,2007,16E0,43.75,-9.5,M,3,125.94
ES,2007,16E1,43.75,-8.5,M,3,1227.11
ES,2007,16E2,43.75,-7.5,M,3,1650.13
ES,2007,16E3,43.75,-6.5,M,3,2924.87
ES,2007,16E4,43.75,-5.5,M,3,1043.31
ES,2007,16E5,43.75,-4.5,M,3,2019.23
ES,2007,16E6,43.75,-3.5,M,3,6780.36
ES,2007,16E7,43.75,-2.5,M,3,5588.64
ES,2007,16E8,43.75,-1.5,M,3,21.61
ES,2007,17E1,44.375,-8.5,M,3,1.98
ES,2007,17E2,44.375,-7.5,M,3,66.73
ES,2007,17E3,44.375,-6.5,M,3,8.2
ES,2007,17E5,44.375,-4.5,M,3,63.6
ES,2007,17E6,44.375,-3.5,M,3,12.49
ES,2007,17E7,44.375,-2.5,M,3,49.88
ES,2007,17E8,44.375,-1.5,M,3,19.49
ES,2007,18E7,44.75,-2.5,M,3,7.32
ES,2007,18E8,44.75,-1.5,M,3,2.13
ES,2007,19E6,45.25,-3.5,M,3,13.81
ES,2007,19E7,45.25,-2.5,M,3,153.99
ES,2007,19E8,45.25,-1.5,M,3,0.99
ES,2007,20E6,45.75,-3.5,M,3,259.68
ES,2007,20E7,45.75,-2.5,M,3,22.68
ES,2007,21E5,46.25,-4.5,M,3,7.06
ES,2007,21E6,46.25,-3.5,M,3,89.21
ES,2007,22E4,46.75,-5.5,M,3,10.72
ES,2007,22E5,46.75,-4.5,M,3,7.26
ES,2007,22E6,46.75,-3.5,M,3,1.08
ES,2007,01E3,36.25,-6.5,M,4,0.88
ES,2007,02E3,36.75,-6.5,M,4,0.68
ES,2007,12E0,41.75,-9.5,M,4,2.81
ES,2007,12E1,41.75,-8.5,M,4,0.56
ES,2007,13E0,42.25,-9.5,M,4,183.13
ES,2007,13E1,42.25,-8.5,M,4,0.83
ES,2007,14E0,42.75,-9.5,M,4,449.73
ES,2007,14E1,42.75,-8.5,M,4,49.86
ES,2007,15E0,43.25,-9.5,M,4,281.22
ES,2007,15E1,43.25,-8.5,M,4,17.03
ES,2007,15E5,43.25,-4.5,M,4,103
ES,2007,15E6,43.25,-3.25,M,4,158.59
ES,2007,15E7,43.25,-2.25,M,4,377.06
ES,2007,15E8,43.25,-1.25,M,4,0.09
ES,2007,16E0,43.75,-9.5,M,4,132.16
ES,2007,16E1,43.75,-8.5,M,4,701.9
ES,2007,16E2,43.75,-7.5,M,4,942.55
ES,2007,16E3,43.75,-6.5,M,4,2064.6
ES,2007,16E4,43.75,-5.5,M,4,2116.16
ES,2007,16E5,43.75,-4.5,M,4,2453.55
ES,2007,16E6,43.75,-3.5,M,4,4581.61
ES,2007,16E7,43.75,-2.5,M,4,2764.1
ES,2007,16E8,43.75,-1.5,M,4,1.84
ES,2007,17E1,44.375,-8.5,M,4,0.11
ES,2007,17E2,44.375,-7.5,M,4,29.71
ES,2007,17E3,44.375,-6.5,M,4,34.28
ES,2007,17E4,44.375,-5.5,M,4,20.83
ES,2007,17E5,44.375,-4.5,M,4,46.39
ES,2007,17E8,44.375,-1.5,M,4,3.41
ES,2007,18E7,44.75,-2.5,M,4,1.36
ES,2007,18E8,44.75,-1.5,M,4,5.34
ES,2007,19E6,45.25,-3.5,M,4,15.87
ES,2007,19E7,45.25,-2.5,M,4,38.76
ES,2007,19E8,45.25,-1.5,M,4,2.7
ES,2007,20E6,45.75,-3.5,M,4,17.03
ES,2007,20E7,45.75,-2.5,M,4,0.05
ES,2007,21E5,46.25,-4.5,M,4,7.4
ES,2007,21E6,46.25,-3.5,M,4,20.18
ES,2007,22E4,46.75,-5.5,M,4,2.87
ES,2007,22E5,46.75,-4.5,M,4,1.17
ES,2007,28D4,49.75,-15.5,M,4,0.04
ES,2007,01E3,36.25,-6.5,M,5,6.09
ES,2007,02E2,36.75,-7.5,M,5,0.3
ES,2007,02E3,36.75,-6.5,M,5,10.32
ES,2007,03E2,37.25,-7.5,M,5,0.03
ES,2007,12E0,41.75,-9.5,M,5,10.27
ES,2007,12E1,41.75,-8.5,M,5,1.43
ES,2007,13E0,42.25,-9.5,M,5,82.38
ES,2007,13E1,42.25,-8.5,M,5,2.26
ES,2007,14E0,42.75,-9.5,M,5,76.61
ES,2007,14E1,42.75,-8.5,M,5,17.76
ES,2007,15E0,43.25,-9.5,M,5,170.34
ES,2007,15E1,43.25,-8.5,M,5,38.08
ES,2007,15E6,43.25,-3.25,M,5,0.32
ES,2007,16E0,43.75,-9.5,M,5,35.24
ES,2007,16E1,43.75,-8.5,M,5,179.85
ES,2007,16E2,43.75,-7.5,M,5,30
ES,2007,16E3,43.75,-6.5,M,5,0.8
ES,2007,16E4,43.75,-5.5,M,5,0.24
ES,2007,16E5,43.75,-4.5,M,5,0.95
ES,2007,16E6,43.75,-3.5,M,5,3.61
ES,2007,16E7,43.75,-2.5,M,5,0.05
ES,2007,16E8,43.75,-1.5,M,5,0.36
ES,2007,17E1,44.375,-8.5,M,5,0.01
ES,2007,17E2,44.375,-7.5,M,5,1.12
ES,2007,17E7,44.375,-2.5,M,5,0.05
ES,2007,17E8,44.375,-1.5,M,5,0.16
ES,2007,18E0,44.875,-9.5,M,5,0.04
ES,2007,18E7,44.75,-2.5,M,5,0.38
ES,2007,18E8,44.75,-1.5,M,5,0.23
ES,2007,19E7,45.25,-2.5,M,5,6.83
ES,2007,19E8,45.25,-1.5,M,5,0.34
ES,2007,20E6,45.75,-3.5,M,5,0.09
ES,2007,21E5,46.25,-4.5,M,5,0.05
ES,2007,01E2,36.25,-7.5,M,6,0.57
ES,2007,01E3,36.25,-6.5,M,6,0.09
ES,2007,02E2,36.75,-7.5,M,6,0.3
ES,2007,02E3,36.75,-6.5,M,6,10.55
ES,2007,03E2,37.25,-7.5,M,6,0.23
ES,2007,12E0,41.75,-9.5,M,6,21.37
ES,2007,12E1,41.75,-8.5,M,6,1.76
ES,2007,13E0,42.25,-9.5,M,6,59.01
ES,2007,13E1,42.25,-8.5,M,6,13.35
ES,2007,14E0,42.75,-9.5,M,6,86.86
ES,2007,14E1,42.75,-8.5,M,6,13.05
ES,2007,15E0,43.25,-9.5,M,6,95.45
ES,2007,15E1,43.25,-8.5,M,6,8.38
ES,2007,15E6,43.25,-3.25,M,6,0.74
ES,2007,15E7,43.25,-2.25,M,6,0.47
ES,2007,16E0,43.75,-9.5,M,6,4.91
ES,2007,16E1,43.75,-8.5,M,6,25.05
ES,2007,16E2,43.75,-7.5,M,6,3.41
ES,2007,16E3,43.75,-6.5,M,6,0.23
ES,2007,16E4,43.75,-5.5,M,6,0.02
ES,2007,16E5,43.75,-4.5,M,6,0.22
ES,2007,16E6,43.75,-3.5,M,6,3.86
ES,2007,16E7,43.75,-2.5,M,6,1.84
ES,2007,16E8,43.75,-1.5,M,6,0.49
ES,2007,17E2,44.375,-7.5,M,6,0.26
ES,2007,17E7,44.375,-2.5,M,6,0.06
ES,2007,17E8,44.375,-1.5,M,6,0.53
ES,2007,18E7,44.75,-2.5,M,6,0.71
ES,2007,18E8,44.75,-1.5,M,6,0.14
ES,2007,19E6,45.25,-3.5,M,6,0.78
ES,2007,19E7,45.25,-2.5,M,6,1.17
ES,2007,19E8,45.25,-1.5,M,6,0.3
